stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,12.26,0,0,0,110.33,130.76,0,89.9
72hpf,0,21.4,0,0,0,21.4,19.26,0,156.19
21Day,0,30.79,2.68,0,4.02,25.43,14.72,8.03,191.41
3Month,0,8.32,0,1.28,1.6,0.96,0,0.32,19.52
22Month,1.64,6.01,0,0,1.64,1.64,0.55,0,25.69
