stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,12.26,0,0,4.09
72hpf,0,0,0,36.37,0,0,2.14
21Day,1.34,0,1.34,4.02,0,0,1.34
3Month,4.16,0.32,0.64,0,0,0,0
22Month,9.29,1.09,0.55,0,0.55,0.55,0
