stage,Epithelial,Erythroid,Germ,Immune,Muscle,Stromal
72hpf,2.14,0,0,0,0,0
21Day,10.71,1.34,0,0,1.34,0
3Month,6.72,0,0.32,0.64,13.44,0.32
22Month,3.28,0,0.55,0.55,1.64,0
