stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,32.69,0,0,4.09,8.17,0
72hpf,0,21.4,0,0,0,2.14,1.07
21Day,0,36.14,0,0,1.34,0,2.68
3Month,0.32,1.6,5.76,0.64,0.32,0,0.32
