stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
72hpf,0,2.14,1.07,2.14,40.65,2.14
21Day,0,0,0,1.34,17.4,0
22Month,0.55,2.19,0,0.55,0,0
