stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,12.26,0
72hpf,1.07,0,0,0,0,16.05
21Day,6.69,4.02,1.34,1.34,4.02,28.11
3Month,0.32,0,0.32,0,0,0.64
22Month,1.64,0,0.55,0,0.55,1.09
