stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,9.63,0,8.56,0,9.63,2.14,3.21
21Day,8.03,0,6.69,0,1.34,0,1.34
3Month,2.24,0.96,3.2,0,0,0,0
22Month,18.04,1.64,42.09,0.55,0,0,1.09
