stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,4.09
72hpf,0,0,1.07,1.07,0
21Day,2.68,2.68,0,2.68,0
3Month,1.6,0,0,0,0
22Month,2.19,0.55,0,0,0
