stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,3.21,0,0,0,6.42,4.28,0,3.21
21Day,0,5.35,0,2.68,0,6.69,2.68,0,5.35
3Month,0.32,8,0.32,6.72,0.64,0,0,0,0.32
22Month,0,74.35,0.55,1.09,8.75,0,0.55,3.28,1.64
