stage,Epithelial,Neuron,Secretory,Stromal
24hpf,8.17,12.26,0,0
72hpf,0,1.07,0,0
21Day,6.69,5.35,0,1.34
3Month,0.64,0,0,0.32
22Month,0.55,0,0.55,0
