stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,0,8.17,0,0
72hpf,1.07,0,13.91,0,2.14
21Day,1.34,0,14.72,0,20.08
3Month,0.96,0.32,0,0.32,0.96
22Month,1.64,1.09,0,0,0
