stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,4.09,0,4.09
72hpf,3.21,0,0,0,10.7,33.16,1.07
21Day,5.35,1.34,0,2.68,9.37,99.05,0
3Month,1.6,0,1.6,0.32,0.32,0,0.64
22Month,1.64,0,2.19,0.55,0,0,0.55
