stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,0,0,0,0,1.07,0
21Day,2.68,0,0,0,1.34,0
3Month,4.8,46.39,0.96,0.32,0.96,0.64
