stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,2.14,0,0,0,1.07,3.21,0,0
21Day,1.34,1.34,2.68,0,6.69,0,4.02,0,1.34
3Month,0.64,17.28,0.32,0.32,9.92,0.96,0.32,0.32,1.92
22Month,0,7.11,0,0,10.93,0.55,0.55,0,0
