stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,4.09,0,0,0,0
72hpf,0,0,1.07,0,2.14,0,4.28,0,2.14
21Day,0,1.34,10.71,0,12.05,0,2.68,0,1.34
3Month,0,3.84,8.96,0.64,6.08,0.32,0,0,1.28
22Month,1.64,1.64,8.2,0,13.12,0,0.55,1.09,0
