stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0,11.77,0,0
21Day,0,0,0,6.69,0,1.34
3Month,2.56,2.88,1.28,0.32,0.32,0
22Month,1.09,0,0,0,0,0
