stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,1.07,0,0,0,0,0,0,0
21Day,0,1.34,0,0,0,1.34,0,0,0
3Month,0,8.96,0,0,1.92,0,0,0,1.6
22Month,1.09,54.67,0.55,0.55,13.67,1.64,2.19,2.73,3.28
