stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,1.07,0,0,0,1.07,0,0,0
21Day,5.35,0,0,0,4.02,0,0,2.68
3Month,12.16,0,3.2,2.88,0,0,0,0.32
22Month,30.61,0.55,9.29,3.28,0,1.09,0.55,3.83
