stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,40.86,0,0
72hpf,0,5.35,0,0,0,56.7,1.07,1.07
21Day,1.34,4.02,1.34,0,0,17.4,0,0
22Month,0,1.09,0,0.55,0,0,0,0
