stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,1.07,0,0,1.07,0,0,0
21Day,0,1.34,0,2.68,0,0,1.34,0
3Month,0,4.48,0.32,0.64,0,0,0.32,0
22Month,0.55,10.39,0.55,2.73,0.55,0.55,0,2.19
