stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,1.07,0,0,1.07,0,0,1.07
21Day,0,0,0,1.34,5.35,0,0
3Month,6.72,0.32,0.32,11.52,0.32,0.32,0.96
22Month,0,0,0,1.09,0,0,0
