stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,20.43,4.09,0,0
72hpf,2.14,0,0,0,3.21,240.7,0,2.14,5.35
21Day,2.68,1.34,1.34,0,6.69,73.62,0,1.34,1.34
3Month,1.6,0,0.64,0,0,2.56,0,0.32,0.64
22Month,7.65,0,2.19,1.64,0,13.67,0,2.19,1.64
