stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,4.09,0
72hpf,0,0,0,1.07,0
21Day,0,0,1.34,1.34,4.02
3Month,0,5.76,0.32,0,0
22Month,1.64,1.64,0,0,0
