stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0,2.14,1.07,0,2.14
21Day,0,0,0,4.02,0,0,0
3Month,0,2.56,10.56,3.84,0,0.32,0.64
22Month,0.55,13.67,0,32.8,0,0.55,0
