stage,Epithelial,Immune,Neuron,Other,Stromal
24hpf,0,4.09,4.09,0,0
72hpf,1.07,0,6.42,0,2.14
21Day,1.34,0,0,0,1.34
22Month,0,1.09,0,0.55,0
