stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,0,24.52,0
72hpf,1.07,4.28,2.14,2.14,1.07,10.7,5.35
21Day,1.34,10.71,4.02,4.02,1.34,10.71,4.02
22Month,0.55,0.55,0,0,0,0,0.55
