stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,16.35,0,0,0,0,290.13,4.09,0,40.86
72hpf,10.7,0,0,1.07,5.35,126.24,0,2.14,34.23
21Day,6.69,4.02,1.34,5.35,6.69,32.12,0,1.34,9.37
3Month,17.6,1.28,63.35,6.08,3.52,1.92,0,0.32,2.88
22Month,5.47,0,2.73,0.55,0.55,0,0.55,0,1.09
