stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,49.04,0,4.09,0,4.09,4.09,0
72hpf,132.65,0,0,1.07,7.49,0,1.07
21Day,44.17,0,2.68,0,2.68,0,0
3Month,31.67,0.96,2.24,0.96,0.32,0.32,0
