stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,1.07,0,0,2.14,0,0,0
21Day,1.34,0,0,0,0,0,1.34
3Month,25.28,0.64,0.64,0,0,1.28,0
22Month,83.09,1.09,0.55,0.55,2.19,2.19,0.55
