stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,4.09,0,0,0
72hpf,0,1.07,0,0,0,0,2.14,0,1.07,0
21Day,0,2.68,1.34,1.34,17.4,1.34,0,0,4.02,0
3Month,0.32,14.72,0,195.81,39.35,0.64,0,0.32,1.6,1.28
22Month,0,6.56,0,10.93,7.11,0.55,0.55,0,0,0.55
