stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,16.05,0,0,2.14
21Day,12.05,1.34,0,0,4.02,2.68,2.68,6.69
3Month,3.2,2.24,0.96,0.32,0,0,0,0
22Month,6.56,1.09,1.64,0.55,0,0.55,0,4.92
