stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
21Day,0,5.35,2.68,0,0,1.34,45.51,2.68
3Month,0.64,4.48,0,0,1.28,0,16.96,0.96
22Month,0,0,0,0.55,0,0.55,0.55,0
