stage,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,1.07,1.07
21Day,1.34,0,0,0,0
3Month,0,1.92,0.32,0,1.6
22Month,1.09,4.92,0,0,0
