stage,Endothelial,Epithelial,Immune,Neuron,Secretory,Stromal
21Day,0,1.34,0,1.34,0,1.34
3Month,0,0.32,0.96,0.64,0,0
22Month,0.55,9.29,1.64,0,0.55,2.19
