stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0
72hpf,0,1.07,0,0,16.05,0,0
21Day,1.34,0,0,1.34,5.35,0,2.68
3Month,3.2,0,0.32,0,0.32,0.64,0.64
22Month,1.64,0,0,0,0,0,0
