stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,12.26,0,0
72hpf,0,0,0,0,5.35,0,1.07
21Day,2.68,0,5.35,2.68,2.68,0,0
3Month,5.12,41.91,1.92,0.64,0.96,0.64,1.28
22Month,0.55,4.37,0,0,0,0,0.55
