stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,20.43,0,8.17
72hpf,0,0,0,0,0,0,11.77,0,1.07
21Day,0,4.02,1.34,0,0,1.34,22.76,0,2.68
3Month,0.64,6.72,0,11.84,2.56,0.32,0.32,0,1.28
22Month,0.55,37.72,0,3.28,2.19,0.55,15.85,1.64,1.09
