stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,8.17,0,0,4.09,49.04,0,4.09,12.26
72hpf,4.28,0,0,0,6.42,0,0,5.35
21Day,9.37,0,0,1.34,4.02,0,1.34,4.02
3Month,7.04,10.56,2.24,0.32,0.64,0,0.32,1.28
22Month,6.56,20.23,1.09,0,0.55,0.55,0,0.55
