stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,6.42,0,0,1.07
21Day,6.69,0,1.34,46.85,1.34,0,0,4.02
3Month,146.22,3.2,6.72,68.15,2.56,0.32,4.16,9.6
22Month,12.57,1.09,12.57,6.56,1.09,0.55,8.2,0.55
