stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,0
72hpf,0,1.07,0,1.07,7.49,0,0,0
21Day,1.34,2.68,5.35,1.34,8.03,0,1.34,5.35
3Month,0,1.92,0.32,0,0,0,0,0.32
22Month,0,54.12,2.19,0,2.19,1.09,0,0.55
