stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,0,4.09,4.09,0
72hpf,0,0,0,0,7.49,0,0
21Day,5.35,0,0,0,4.02,0,0
3Month,6.08,0.64,0.64,0,0,0,1.28
22Month,2.19,0,0,0.55,0,0,0
