stage,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,8.17,0
72hpf,0,0,2.14,5.35,0
21Day,1.34,0,0,0,1.34
3Month,0.96,2.56,0,0,0
22Month,0.55,1.09,0,0,0.55
