stage,Epithelial,Germ,Immune,Muscle,Neuron
72hpf,0,0,0,0,1.07
21Day,5.35,0,0,0,0
3Month,2.88,0.32,0.32,0.64,0
22Month,0.55,0,1.09,0,0
