stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,8.17,0,0,0,0,0
72hpf,0,0,0,0,3.21,4.28,0,0,6.42
21Day,0,2.68,0,5.35,12.05,1.34,0,1.34,12.05
3Month,3.2,5.76,1.28,0.96,5.76,0,0.32,0,4.8
22Month,1.09,8.75,0,1.09,1.64,0,7.11,0,0.55
