stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,16.35,0,0,0,0,0
72hpf,43.86,1.07,0,0,5.35,0
21Day,136.53,0,13.39,1.34,1.34,0
3Month,22.4,0,4.8,0,0.32,0.32
22Month,2.19,0,0.55,0,0,0
