stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Secretory,Stromal
72hpf,3.21,0,0,1.07,69.54,0,1.07
21Day,2.68,2.68,0,5.35,57.56,2.68,14.72
3Month,0.96,0,1.6,0,0.32,0.32,0.64
22Month,0,0,1.09,0,0,0,1.64
