stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,8.17,0,0,0,8.17,0,0,4.09
72hpf,6.42,0,0,2.14,12.84,0,0,12.84
21Day,0,0,0,6.69,2.68,0,2.68,34.8
3Month,22.72,4.8,7.04,0.96,0.96,0,0.32,30.72
22Month,14.21,0.55,1.09,0,1.09,2.73,0,3.83
