stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,40.86,0,4.09
72hpf,1.07,3.21,0,4.28,166.89,0,1.07
21Day,0,4.02,0,0,80.31,1.34,1.34
3Month,0,3.84,0.64,0.32,6.08,0.32,0
22Month,0,0.55,0.55,0,1.09,0,0
