stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,20.43,4.09,0
72hpf,0,0,0,1.07,0,0,0
21Day,1.34,0,0,0,0,0,0
3Month,0.32,0.32,0.96,1.28,0,0,0.32
22Month,4.37,0,1.09,0.55,0,1.09,0.55
