stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,4.09,0,0,0,0,49.04,4.09,0,0
72hpf,1.07,0,0,0,0,0,31.02,0,0,11.77
21Day,1.34,13.39,6.69,0,1.34,4.02,25.43,0,5.35,6.69
3Month,0.32,23.36,0.64,5.44,3.84,1.28,0.32,0,0.96,3.52
22Month,0.55,40.45,1.64,0.55,10.39,0,0.55,1.09,1.09,2.73
