stage,Epithelial,Muscle,Neuron,Stromal
24hpf,0,0,8.17,0
72hpf,3.21,0,5.35,1.07
21Day,0,1.34,2.68,2.68
3Month,0.96,0,0,0
22Month,3.83,0,0,0
