stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,8.17,73.56,0,16.35
72hpf,1.07,0,0,5.35,0,3.21
21Day,5.35,1.34,2.68,4.02,1.34,6.69
3Month,0.64,0.32,0.32,0,0,0
22Month,0.55,0.55,0,0,0,0
