stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,6.42,0,2.14,3.21,0,1.07,1.07
21Day,16.06,1.34,0,0,0,0,1.34
3Month,5.12,3.52,0.64,0,0.32,0.32,0.32
22Month,4.37,0.55,1.64,0,0,0,0.55
