stage,Endothelial,Epithelial,Immune,Neuron,Stromal
24hpf,0,12.26,0,102.16,0
72hpf,1.07,2.14,0,150.84,2.14
21Day,0,17.4,5.35,117.79,2.68
3Month,0,0.64,0.96,4.8,0.32
22Month,0,0.55,0,0.55,0
