stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,12.26,0,0,12.26,65.38,0,0,4.09
72hpf,0,8.56,2.14,1.07,0,21.4,0,1.07,1.07
21Day,0,1.34,2.68,2.68,0,5.35,0,1.34,2.68
3Month,0.32,12.48,92.15,3.2,0.96,0.32,0,0.64,1.28
22Month,0.55,14.21,0.55,6.01,0,2.19,0.55,0.55,2.19
