stage,Endothelial,Epithelial,Muscle,Neuron,Stromal
24hpf,0,4.09,0,32.69,0
72hpf,3.21,3.21,1.07,9.63,1.07
21Day,1.34,0,0,1.34,0
3Month,0,1.92,0.64,0,0
22Month,0,1.09,0,0,0
