stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,8.17,0,0,0,0,0
21Day,10.71,0,0,0,1.34,1.34
3Month,8.64,0.96,0.32,0.32,0.32,0.32
