stage,Epithelial,Immune,Neuron,Other,Stromal
24hpf,0,0,49.04,4.09,0
72hpf,4.28,1.07,11.77,1.07,3.21
21Day,1.34,0,4.02,0,5.35
3Month,1.92,0.96,0,0,0.32
