stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,196.15,4.09,0,0,20.43,1544.66,0,0,81.73
72hpf,0,39.58,3.21,0,2.14,12.84,178.66,1.07,2.14,66.33
21Day,0,32.12,2.68,0,4.02,12.05,25.43,0,2.68,231.57
3Month,0.32,40.31,0,6.72,6.08,3.2,0.64,0,3.2,83.83
22Month,2.73,51.93,1.09,4.92,6.01,1.09,1.64,0.55,0.55,107.14
