stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,143.02,0,4.09
72hpf,6.42,2.14,0,2.14,5.35,192.56,0,9.63
21Day,4.02,1.34,0,0,1.34,56.22,2.68,13.39
3Month,0.32,0,0.32,0,0,0,0,0
22Month,1.64,0,0,0,0,1.09,0,1.09
