stage,Endothelial,Epithelial,Germ,Immune,Muscle,Other,Secretory,Stromal
21Day,0,0,0,0,0,0,0,1.34
3Month,0.32,0.64,6.4,0,0,0,0,0
22Month,3.28,31.16,1.09,6.01,1.09,2.73,1.09,1.09
