stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
21Day,0,2.68,0,0,5.35,0,1.34,0,0
3Month,0,0.32,0,0.96,1.6,0,0,0,0
22Month,1.64,18.59,0.55,0,293.55,0.55,0.55,1.09,2.73
