stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,1.07,0,0,0,4.28,2.14
21Day,0,0,0,0,0,1.34,1.34
3Month,0.32,1.6,1.6,0.32,0.32,0,0
22Month,0.55,16.4,0,6.01,0,0,1.64
