stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,12.26,0,4.09,16.35,0,0,8.17
72hpf,2.14,0,1.07,19.26,0,0,2.14
21Day,5.35,0,5.35,17.4,0,1.34,1.34
3Month,0.64,0.32,0,0,0,0,0
22Month,1.09,0,0.55,0,0.55,0,0
